square_id,total_internet_traffic
435,52904.3651311
436,62350.6997103
437,138964.079493
438,147956.574379
439,147957.950007
440,147956.010162
441,149164.812641
442,153891.191199
443,117939.307738
444,92407.5914764
445,119058.220978
446,157530.719268
447,255263.425061
448,365233.984568
449,230025.190938
450,200231.488498
451,161541.022256
452,169046.516417
453,159930.596832
454,151425.883786
455,151425.883786
456,136400.627372
457,99463.00313
458,125605.495984
459,76337.137795
460,74672.8656721
461,74842.6680403
462,68608.3782716
463,69212.2715403
464,107250.445748
465,114019.629518
466,139771.947115
467,126872.624665
468,102105.226241
469,117113.334425
470,129823.206444
471,111127.329321
472,88188.9243464
473,91794.3767047
474,95924.1427107
475,93296.2306857
476,88887.5340414
477,82404.0172
478,84514.9397097
479,89422.2796812
480,65572.3894293
481,22412.2540026
482,22413.5420555
483,45944.5584207
484,53436.7084527
485,35256.2464062
486,19737.2208104
487,19737.2208104
488,19737.2208104
489,19737.2208104
490,19737.2208104
491,20044.1617672
492,21161.0570723
493,29310.5159384
494,39449.0300263
495,39138.0318699
496,62024.0616265
497,63218.7931847
498,55245.8832876
499,47425.9528637
500,47435.5507439
501,28290.8590155
502,28290.8590155
503,28290.8590155
504,28290.8590155
505,28290.8590155
506,28290.8590155
507,28188.9486722
508,27388.2166387
509,26434.4903812
510,26434.4903812
511,26383.8927135
512,29128.6191335
513,28198.0814351
514,27319.5854753
515,27729.1688176
516,28082.1815881
517,32340.0111883
518,31678.9622388
519,31678.9622388
520,33521.2891045
521,44818.3995583
522,50452.4573371
523,53763.9943027
524,52933.178916
525,52943.8064234
526,52949.1109726
527,52954.1150227
528,52905.6729946
529,52905.6729946
530,52905.6729946
531,52917.8106868
532,52910.3601944
533,57723.4787469
534,59919.7510548
535,46451.1075263
536,95464.7133516
537,146139.836123
538,147949.171037
539,147877.386045
540,147948.653022
541,149021.050522
542,148495.704834
543,137051.736373
544,149289.275697
545,128701.524387
546,186147.657355
547,238585.910502
548,249324.945536
549,186153.590259
550,167673.749775
551,168622.130743
552,159121.507254
553,151425.883786
554,151425.883786
555,152097.668992
556,142224.313931
557,135719.057238
558,152665.601276
559,192900.781891
560,140228.558109
561,94968.1536837
562,64751.7417054
563,69216.7301174
564,109183.527964
565,127672.968157
566,147680.038705
567,101812.328443
568,86172.0209575
569,96435.2324519
570,98009.2378635
571,83609.9222779
572,73495.7082043
573,70916.9098258
574,69082.165803
575,72477.2010708
576,79645.3572876
577,79026.4140203
578,81561.1241119
579,81864.7305589
580,159747.721839
581,22964.0906841
582,37167.2394457
583,54273.2215436
584,42628.7375181
585,24600.8511584
586,19737.2208104
587,19737.2208104
588,19737.2208104
589,19737.2208104
590,19737.2208104
591,21828.162994
592,19694.792211
593,16984.4356731
594,26039.1569903
595,39511.3409617
596,39603.3920019
597,46569.3213988
598,47047.0715045
599,47374.335552
600,47399.4012024
601,28290.8590155
602,28290.8590155
603,28290.8590155
604,28290.8590155
605,28290.8590155
606,28290.8590155
607,30559.2664871
608,29565.4888053
609,26434.4903812
610,26434.4903812
611,27511.9100021
612,49022.016839
613,32323.3576247
614,27430.6782839
615,25233.2549748
616,25825.3464803
617,32329.868783
618,31678.9622388
619,31678.9622388
620,44839.5516369
621,51956.9254372
622,52897.3960946
623,52897.3960946
624,52897.3960946
625,52897.3960946
626,52897.3960946
627,52941.4311528
628,52952.7080133
629,52905.6729946
630,52951.5189934
631,52959.865907
632,52900.7344861
633,52944.9517033
634,60332.6739891
635,63548.4875312
636,127178.22917
637,138030.68205
638,148850.865945
639,147877.386045
640,147877.386045
641,151893.584154
642,142331.35624
643,117133.457419
644,175102.39306
645,167953.993241
646,243339.670679
647,255382.087661
648,246702.280157
649,221546.32697
650,350505.362261
651,229516.891373
652,152682.680281
653,152573.476271
654,152510.905813
655,174498.043288
656,141560.050781
657,141456.158977
658,154191.643639
659,198880.871423
660,202902.22972
661,158331.907092
662,64801.476014
663,66849.0815744
664,141189.192291
665,150998.624269
666,178557.35239
667,102262.461721
668,102291.691182
669,84661.908
670,79858.2066135
671,73320.0922976
672,62657.7837586
673,62657.7837586
674,62657.7837586
675,62657.7837586
676,69370.291739
677,74731.4006295
678,75460.6492987
679,61797.3217204
680,56151.5578691
681,64594.091814
682,54794.8480085
683,39547.1299329
684,39630.3104469
685,21586.9803603
686,19737.2208104
687,19737.2208104
688,19737.2208104
689,19737.2208104
690,19737.2208104
691,20621.915953
692,15820.7054865
693,15820.7054865
694,34422.9727846
695,47404.4212502
696,24632.1376356
697,40507.0972161
698,47047.0715045
699,47047.0715045
700,47031.6802169
701,28290.8590155
702,30695.9568048
703,28290.8590155
704,28290.8590155
705,28290.8590155
706,28290.8590155
707,30421.3494093
708,29831.3842983
709,27509.4776856
710,27545.0656705
711,27582.9544551
712,107776.680645
713,56507.8994368
714,28606.7017719
715,28852.9943861
716,28392.5234702
717,30490.4145734
718,32693.7076035
719,37571.9298303
720,53326.8726082
721,52897.3960946
722,52897.3960946
723,52897.3960946
724,52897.3960946
725,52947.0588088
726,52946.5972281
727,52897.3960946
728,52934.0872548
729,52942.0835459
730,52933.0482926
731,52946.0381124
732,52946.6526685
733,52861.8892975
734,55215.9561989
735,107798.708361
736,147393.290191
737,147877.386045
738,147877.386045
739,147877.386045
740,147877.386045
741,150603.961324
742,162826.783959
743,178682.8515
744,223773.67101
745,217107.57364
746,232290.274009
747,269274.354067
748,271071.8524
749,283174.150521
750,569441.455286
751,588372.34413
752,499594.311325
753,335105.442098
754,349564.298329
755,424591.179661
756,245859.211075
757,170188.657477
758,238148.865226
759,168089.121651
760,193105.497611
761,222023.991239
762,94136.6454716
763,88799.6462181
764,163305.764769
765,291156.109081
766,484610.44787
767,405298.763456
768,228911.358919
769,179377.452882
770,235247.490975
771,136001.767662
772,62657.7837586
773,62657.7837586
774,62657.7837586
775,62657.7837586
776,74002.6852429
777,66887.8868253
778,55780.1140145
779,52783.8589975
780,60468.9282151
781,55908.7364645
782,66847.3933713
783,54202.8503561
784,35453.1990018
785,19737.2208104
786,19737.2208104
787,19697.1726793
788,19708.9019485
789,19737.2208104
790,19920.5822181
791,20013.3138583
792,15820.7054865
793,19181.0463655
794,57064.8681533
795,67627.8519421
796,29871.5873413
797,47209.1047653
798,59918.0205592
799,47047.0715045
800,47014.3613209
801,30821.3833856
802,30272.3118331
803,30415.5898048
804,30412.3806379
805,28290.8590155
806,30560.6614313
807,30777.0697995
808,31818.7044401
809,27572.774655
810,25510.6771755
811,25510.6771755
812,25510.6771755
813,28776.3861398
814,24348.6678119
815,18792.3090943
816,28455.3021315
817,29533.5390567
818,34819.6385183
819,49076.9409997
820,54471.4826031
821,52897.3960946
822,52897.3960946
823,52897.3960946
824,52932.0195599
825,53045.0170918
826,53034.7505302
827,52953.3687983
828,52945.8777292
829,52897.3960946
830,54309.1959922
831,63421.8301454
832,52910.3601944
833,52861.8892975
834,69024.0300169
835,139647.463995
836,147632.663018
837,147911.93233
838,147877.386045
839,147877.386045
840,147877.386045
841,153933.794021
842,162881.30731
843,159999.164602
844,177215.561531
845,237918.038556
846,266100.604823
847,350255.925654
848,329897.3764
849,476909.599478
850,665833.318075
851,872717.081654
852,756466.698463
853,609355.707365
854,450618.837665
855,401158.23536
856,397621.2574
857,278394.682787
858,244105.489002
859,88882.5630293
860,94833.7615652
861,125914.188707
862,115193.206322
863,109997.705872
864,254174.829728
865,504372.685432
866,503829.526237
867,402496.619326
868,342795.477225
869,242205.885633
870,242205.885633
871,112244.436777
872,62657.7837586
873,62657.7837586
874,62657.7837586
875,62657.7837586
876,148138.56363
877,54358.1163678
878,52783.8589975
879,57919.4844683
880,63398.4403214
881,61700.0502876
882,69555.0276748
883,64549.3144915
884,35404.4988005
885,19737.2208104
886,19737.2208104
887,19523.1938282
888,19534.0729244
889,19737.2208104
890,21826.1381916
891,18651.4072426
892,15820.7054865
893,35780.4297888
894,55398.2603846
895,65908.7521892
896,85267.0184507
897,154851.409422
898,165452.091507
899,116970.79631
900,72410.1225022
901,28290.8590155
902,28290.8590155
903,30451.9453337
904,30720.4659664
905,30665.1416943
906,31344.930514
907,33064.6226367
908,32755.7618387
909,25510.6771755
910,26548.6159755
911,26536.4523722
912,29846.967494
913,29844.200416
914,32242.6234447
915,32104.3164585
916,28472.3423146
917,28133.4305495
918,33097.8856821
919,45950.9713316
920,53030.9506407
921,52897.3960946
922,52897.3960946
923,53386.6588056
924,53169.6512096
925,53222.8689258
926,53188.3510201
927,53313.9954262
928,53061.0744667
929,56582.7004292
930,52897.3960946
931,73314.0324411
932,52910.3601944
933,74357.7038882
934,128184.35268
935,150965.095995
936,147864.583932
937,147911.93233
938,147911.93233
939,147877.386045
940,140320.357563
941,164421.687444
942,162163.437706
943,165018.518234
944,163492.328506
945,189991.469412
946,273809.739253
947,289307.18512
948,310109.208878
949,345742.194804
950,579093.767373
951,979460.767191
952,879858.168979
953,666650.431461
954,558633.556181
955,501990.897346
956,472605.510614
957,323725.640453
958,267684.641074
959,90733.3742027
960,101208.540688
961,119827.667555
962,120524.668928
963,213909.089611
964,364724.188368
965,391945.604927
966,353547.787371
967,349507.769966
968,348525.384537
969,282134.583501
970,253765.642144
971,111281.456894
972,62639.641171
973,62657.7837586
974,62657.7837586
975,77048.1189454
976,117134.546875
977,52783.8589975
978,56403.4113739
979,62333.6158061
980,54533.2314181
981,54413.4236553
982,57540.9631726
983,61874.831977
984,42117.2985964
985,19678.7602057
986,19737.2208104
987,19737.2208104
988,19737.2208104
989,19737.2208104
990,21293.2779447
991,15820.7054865
992,16220.6289931
993,14770.0517785
994,8940.23674569
995,23256.9217951
996,106034.59436
997,183427.679209
998,189901.472612
999,189691.30997
1000,185873.105923
1001,28290.8590155
1002,30491.8921385
1003,28473.4646606
1004,31681.8064498
1005,26573.941974
1006,27603.4593374
1007,22031.7725999
1008,45602.9293718
1009,33296.6929423
1010,34464.9231079
1011,34944.9810007
1012,36306.6739033
1013,35379.5805998
1014,33237.899262
1015,33008.6173449
1016,29593.0767123
1017,28557.6369333
1018,30164.6045207
1019,29342.5967753
1020,32617.3284773
1021,36738.1750276
1022,34356.6215603
1023,29098.9016839
1024,179600.946337
1025,22495.1594679
1026,22495.1594679
1027,26175.1661458
1028,34430.3901595
1029,42252.0902356
1030,35365.8254833
1031,48629.5731635
1032,50612.2311113
1033,76740.1894426
1034,149922.738738
1035,147864.583932
1036,147864.583932
1037,147864.583932
1038,147911.93233
1039,147877.386045
1040,160743.54767
1041,162163.437706
1042,162163.437706
1043,160411.404805
1044,152112.158375
1045,204855.848102
1046,280025.695312
1047,372212.596395
1048,308918.918683
1049,308969.855247
1050,434465.352566
1051,1001385.89014
1052,964905.222212
1053,797361.814562
1054,489198.002893
1055,476502.962429
1056,415693.910759
1057,312016.393557
1058,317198.926085
1059,174679.139935
1060,111919.75694
1061,118243.305761
1062,119955.93571
1063,250638.892345
1064,361017.391039
1065,338317.769876
1066,344972.092499
1067,287142.533917
1068,248956.196336
1069,266878.714439
1070,348332.058443
1071,312601.44579
1072,87624.9110279
1073,75790.5223873
1074,78349.9288143
1075,262487.898788
1076,89256.8111839
1077,55149.2659065
1078,61818.9992026
1079,54854.3799386
1080,54887.0136645
1081,54413.4236553
1082,56907.599709
1083,57633.5782636
1084,57254.2849339
1085,23623.0683501
1086,21218.9456563
1087,19737.2208104
1088,19737.2208104
1089,23649.4702122
1090,22830.3101261
1091,15820.7054865
1092,33815.314593
1093,8942.59598979
1094,8938.43214545
1095,8942.59598979
1096,72935.8661704
1097,183427.679209
1098,189895.320713
1099,177452.553071
1100,189901.472612
1101,30528.2954532
1102,32186.1472108
1103,30564.6179029
1104,33113.3621359
1105,31027.6809678
1106,20301.8800056
1107,10778.0552656
1108,32837.8418963
1109,36792.7256058
1110,37288.1764605
1111,37382.1492214
1112,37805.3615512
1113,37812.0537539
1114,37051.5381107
1115,33655.2016442
1116,32648.0896327
1117,31008.3221533
1118,28192.1883844
1119,29342.5967753
1120,29398.7119199
1121,26877.639523
1122,22401.9746032
1123,22401.9746032
1124,22447.5273756
1125,22463.3761413
1126,22484.9274204
1127,23605.1121608
1128,23789.192776
1129,20102.246389
1130,27924.0127867
1131,175936.905483
1132,23854.5452632
1133,50972.6871298
1134,153506.693718
1135,148694.33733
1136,147864.583932
1137,147911.93233
1138,147911.93233
1139,151939.270411
1140,164835.315113
1141,162163.437706
1142,162265.468238
1143,145142.189853
1144,124025.869917
1145,130046.017406
1146,436097.717497
1147,831392.645977
1148,314065.449754
1149,308969.855247
1150,765886.188297
1151,1260515.53954
1152,951819.880852
1153,451003.85463
1154,284338.772994
1155,268766.065407
1156,260739.374846
1157,283319.811373
1158,312904.40439
1159,286543.687788
1160,144933.590847
1161,120524.668928
1162,120524.668928
1163,188264.995716
1164,372028.404125
1165,363122.426867
1166,256100.723487
1167,241380.152464
1168,241380.152464
1169,248607.60896
1170,364429.480348
1171,304482.638295
1172,89062.6971573
1173,87507.5999714
1174,86978.4261075
1175,78649.5540657
1176,63071.4127146
1177,60728.2867212
1178,54871.034411
1179,54413.4236553
1180,54413.4236553
1181,56873.0239699
1182,58299.9962242
1183,57461.8378265
1184,61071.9106816
1185,56391.9060603
1186,29973.2259707
1187,21534.9164458
1188,19737.2208104
1189,23862.3782988
1190,24418.895233
1191,52870.3853207
1192,62163.877142
1193,21366.0494029
1194,8941.77111396
1195,8942.59598979
1196,71651.1454839
1197,190936.023692
1198,189901.472612
1199,189883.038842
1200,194792.614383
1201,28290.8590155
1202,30916.4371389
1203,32313.125783
1204,36687.1031042
1205,40332.2003696
1206,17425.7237951
1207,4480.86643177
1208,29749.8016961
1209,37812.0537539
1210,38918.3392397
1211,40862.8749101
1212,56620.7341099
1213,37812.0537539
1214,37812.0537539
1215,36697.1701472
1216,33057.5759777
1217,29606.7401036
1218,29062.2124618
1219,29920.8131524
1220,29470.2183878
1221,29378.9116037
1222,22813.640357
1223,22451.8613118
1224,22447.7893153
1225,22401.9746032
1226,22401.9746032
1227,23626.0053711
1228,25455.0733541
1229,24885.4048643
1230,54903.7917171
1231,22401.9746032
1232,22401.9746032
1233,39346.6322811
1234,98608.070539
1235,153568.247887
1236,147864.583932
1237,147911.93233
1238,147877.386045
1239,151981.135898
1240,161324.097416
1241,134622.732073
1242,123855.548196
1243,94812.3661895
1244,94855.0715241
1245,100263.545037
1246,637330.544931
1247,872520.984711
1248,397854.403852
1249,342346.034441
1250,1251893.86278
1251,1665989.50837
1252,370414.294317
1253,315821.21923
1254,433256.987593
1255,280780.928123
1256,277328.360884
1257,290393.09636
1258,314938.665756
1259,393070.613014
1260,537336.384543
1261,94217.2510095
1262,91386.8336
1263,108191.175547
1264,230662.283669
1265,256360.484416
1266,239961.538108
1267,241380.152464
1268,241380.152464
1269,241380.152464
1270,272312.18286
1271,126859.082968
1272,107016.205408
1273,90535.56717
1274,79375.0419447
1275,80368.956821
1276,73017.9374224
1277,54413.4236553
1278,54413.4236553
1279,54413.4236553
1280,66556.8956614
1281,58045.8692478
1282,62270.6653434
1283,63026.8431491
1284,77803.0593677
1285,161999.375781
1286,152252.434975
1287,98262.5038433
1288,37649.4792712
1289,24507.9706889
1290,40587.1068081
1291,70590.4545045
1292,68698.9556246
1293,43083.5600615
1294,8942.59598979
1295,8942.59598979
1296,38530.8691861
1297,189901.472612
1298,189901.472612
1299,189890.726562
1300,198648.97844
1301,28290.8590155
1302,29895.3341012
1303,36481.2310264
1304,38474.0386217
1305,37812.0537539
1306,29587.4890006
1307,13068.9998632
1308,34193.6205933
1309,37812.0537539
1310,24932.3721139
1311,47671.3701994
1312,37812.0537539
1313,37812.0537539
1314,37812.0537539
1315,37812.0537539
1316,31462.5697629
1317,28664.1038152
1318,30183.7505952
1319,33169.9142147
1320,29433.9392393
1321,29746.3471984
1322,23401.0985349
1323,22495.1594679
1324,22517.6529176
1325,22486.6210628
1326,22455.7585213
1327,23850.3758036
1328,23957.1111917
1329,27467.3663983
1330,22401.9746032
1331,22401.9746032
1332,23372.4483259
1333,47659.3300322
1334,51327.4813163
1335,88132.0849482
1336,147233.707824
1337,147911.93233
1338,157637.523752
1339,199561.349561
1340,213994.621131
1341,137477.528277
1342,94812.3661895
1343,94812.3661895
1344,110613.893071
1345,149211.627033
1346,666639.543428
1347,670055.182369
1348,400473.288898
1349,426560.389315
1350,430232.532593
1351,479236.081419
1352,257272.42546
1353,290688.490998
1354,340297.187782
1355,221342.089586
1356,216615.893126
1357,203938.324866
1358,179737.610721
1359,168633.935433
1360,79621.7302041
1361,44320.8783555
1362,61161.6047549
1363,74152.5250561
1364,210628.111677
1365,252923.974543
1366,233298.53462
1367,241380.152464
1368,241380.152464
1369,241380.152464
1370,237383.113598
1371,116553.454772
1372,104198.749688
1373,107189.534044
1374,103807.031572
1375,91978.2970737
1376,101349.968512
1377,84350.0408966
1378,61983.233717
1379,57399.3382766
1380,57188.187067
1381,57776.9944366
1382,79928.5751509
1383,70928.7024698
1384,107502.328782
1385,147908.739576
1386,149466.462442
1387,148726.648942
1388,167482.33595
1389,84609.7252822
1390,71437.6622143
1391,71345.8217382
1392,70629.9427722
1393,68305.9204743
1394,44850.0112807
1395,95873.2380199
1396,201288.234927
1397,223598.023487
1398,206573.255987
1399,210627.076153
1400,245547.570428
1401,31991.0924505
1402,38243.1328382
1403,32889.0157423
1404,37629.2464499
1405,37812.0537539
1406,35434.4643131
1407,31666.774164
1408,37812.0537539
1409,37812.0537539
1410,37812.0537539
1411,51576.7242266
1412,37812.0537539
1413,37812.0537539
1414,38873.1843822
1415,39028.704208
1416,29255.369882
1417,35403.9978454
1418,43150.3465279
1419,40645.0470605
1420,31434.4452358
1421,31130.4034172
1422,26230.7113792
1423,23768.3600916
1424,23773.9061671
1425,23834.9895499
1426,23763.7104878
1427,23967.2861226
1428,23895.5482316
1429,23727.933561
1430,23757.2662418
1431,24032.6391976
1432,22461.4237027
1433,20284.0689594
1434,77052.2887847
1435,52668.8186822
1436,105461.621361
1437,140325.964685
1438,142352.257407
1439,202380.635654
1440,237103.706161
1441,203577.030834
1442,145791.525874
1443,189479.719263
1444,242610.159878
1445,191486.969988
1446,267444.337287
1447,332190.086075
1448,290032.985662
1449,324352.066718
1450,324448.626718
1451,319600.22685
1452,451023.513315
1453,387181.853417
1454,344914.876714
1455,260308.274298
1456,219793.334971
1457,203682.105662
1458,202711.795451
1459,186403.89895
1460,80531.9809203
1461,35318.0949391
1462,42987.6181387
1463,56490.4574659
1464,100079.175884
1465,240049.163906
1466,241763.840603
1467,241698.892262
1468,241698.892262
1469,241698.892262
1470,241698.892262
1471,153139.600729
1472,104205.500124
1473,107496.552668
1474,114280.442564
1475,99525.5670373
1476,102715.350077
1477,101284.955598
1478,98038.9610536
1479,71073.2452152
1480,54145.4337728
1481,62330.5103278
1482,73960.1160219
1483,78978.1150013
1484,92819.8363612
1485,147660.179691
1486,159986.596023
1487,149537.608099
1488,184033.711999
1489,195337.395689
1490,89581.1993279
1491,145978.114868
1492,187768.02599
1493,173450.836366
1494,203048.038527
1495,268459.104302
1496,241018.992541
1497,241018.992541
1498,265515.682846
1499,248482.86542
1500,255866.359953
1501,36313.0894129
1502,37812.0537539
1503,36507.715543
1504,38869.1407814
1505,37812.0537539
1506,54953.614888
1507,49532.5926297
1508,37812.0537539
1509,37812.0537539
1510,37812.0537539
1511,48801.2574955
1512,37812.0537539
1513,37812.0537539
1514,40547.5753453
1515,42358.6948911
1516,41430.2036822
1517,43720.0047793
1518,43547.7889283
1519,41466.1151458
1520,35375.8151703
1521,28991.2394757
1522,25617.0892172
1523,22265.3795465
1524,22265.3795465
1525,22265.3795465
1526,22265.3795465
1527,22299.7834343
1528,22244.4578637
1529,22192.9407396
1530,22192.9407396
1531,22811.3002355
1532,20284.0689594
1533,33563.9750944
1534,11113.9314142
1535,63830.8806574
1536,54627.494303
1537,123971.395026
1538,94979.3436275
1539,61803.8738747
1540,201081.994227
1541,200678.575824
1542,103495.688132
1543,122092.352182
1544,200069.044472
1545,229284.945635
1546,241704.450324
1547,316034.1128
1548,281661.946672
1549,268943.158965
1550,267227.561531
1551,338330.818031
1552,511959.957407
1553,452075.75091
1554,419166.195724
1555,539623.714287
1556,298390.86009
1557,198931.002255
1558,197954.121652
